price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
5350,limousine,2004,automatik,150,e_klasse,150000,11,diesel,mercedes_benz,1
1800,kombi,1993,manuell,136,passat,150000,5,benzin,volkswagen,0
350,kombi,2000,manuell,90,,150000,6,diesel,ford,
18500,limousine,1959,manuell,30,kaefer,70000,11,benzin,volkswagen,0
14444,cabrio,2008,manuell,170,1er,60000,4,benzin,bmw,0
13450,limousine,2009,manuell,163,3er,125000,9,diesel,bmw,0
20800,limousine,2011,manuell,184,e_klasse,30000,3,benzin,mercedes_benz,0
200,,2000,manuell,54,twingo,150000,1,benzin,renault,
10950,bus,2005,automatik,131,transporter,150000,6,diesel,volkswagen,
2200,cabrio,1996,manuell,90,golf,150000,0,benzin,volkswagen,0
790,limousine,2001,manuell,106,primera,150000,4,benzin,nissan,0
12950,limousine,2008,automatik,190,a6,150000,11,diesel,audi,0
4999,coupe,2004,automatik,140,golf,150000,7,diesel,volkswagen,0
1700,,2017,automatik,109,andere,150000,10,diesel,citroen,0
1500,limousine,1992,manuell,75,golf,150000,12,benzin,volkswagen,0
4900,coupe,2001,manuell,170,3er,150000,3,lpg,bmw,0
649,kleinwagen,1999,manuell,54,micra,150000,5,benzin,nissan,0
7500,cabrio,2006,manuell,126,mx_reihe,125000,2,benzin,mazda,0
3800,limousine,2007,manuell,125,focus,125000,5,benzin,ford,0
50,,1995,,0,3er,100000,3,benzin,bmw,0
12490,coupe,2007,manuell,306,3er,125000,7,benzin,bmw,0
399,kleinwagen,1992,manuell,45,panda,5000,12,,fiat,
1300,kombi,1999,automatik,150,a4,150000,0,diesel,audi,
99,limousine,1995,manuell,60,astra,125000,5,benzin,opel,1
18500,suv,2013,manuell,140,andere,20000,10,benzin,opel,0
150,limousine,1999,manuell,75,,150000,8,benzin,volkswagen,1
6799,cabrio,1991,manuell,107,golf,100000,2,benzin,volkswagen,0
1300,kombi,2003,automatik,155,signum,150000,11,benzin,opel,1
2200,kombi,2002,manuell,143,c_klasse,150000,10,diesel,mercedes_benz,0
2399,limousine,2004,manuell,105,leon,150000,10,benzin,seat,1
17200,suv,2013,manuell,141,qashqai,50000,1,benzin,nissan,0
1450,kombi,2002,manuell,116,focus,150000,3,diesel,ford,0
250,kombi,1996,manuell,90,astra,150000,5,benzin,opel,
9500,suv,2004,automatik,340,cayenne,150000,4,benzin,porsche,0
16000,limousine,2010,manuell,211,golf,60000,4,benzin,volkswagen,0
4450,bus,2006,manuell,120,zafira,150000,3,diesel,opel,0
1200,kombi,1998,manuell,101,passat,150000,5,benzin,volkswagen,0
1100,kombi,2003,manuell,90,5_reihe,150000,3,diesel,peugeot,
18499,cabrio,2008,manuell,330,andere,30000,6,benzin,opel,0
499,kleinwagen,1996,manuell,0,andere,150000,5,benzin,citroen,
22000,cabrio,2003,automatik,306,sl,125000,3,benzin,mercedes_benz,0
1990,cabrio,2000,manuell,155,spider,150000,3,benzin,alfa_romeo,0
29990,coupe,2011,automatik,420,m_reihe,70000,1,benzin,bmw,1
14500,limousine,1974,automatik,224,andere,150000,5,benzin,mercedes_benz,0
5980,limousine,2006,manuell,116,golf,100000,7,benzin,volkswagen,
800,kleinwagen,1996,manuell,0,polo,150000,12,benzin,volkswagen,0
17990,kombi,2013,manuell,136,andere,150000,4,diesel,mercedes_benz,0
30900,coupe,2010,manuell,340,tt,125000,2,benzin,audi,0
3400,limousine,2001,manuell,170,5er,150000,2,benzin,bmw,0
3600,bus,1995,manuell,77,transporter,80000,4,diesel,volkswagen,0
1800,limousine,2002,manuell,75,golf,150000,3,benzin,volkswagen,0
9900,suv,2002,automatik,256,andere,20000,7,lpg,chevrolet,0
19990,kleinwagen,2015,manuell,102,one,5000,11,benzin,mini,0
1199,limousine,1997,manuell,125,a3,150000,5,benzin,audi,0
3250,limousine,2001,manuell,116,passat,150000,6,benzin,volkswagen,0
10000,limousine,2006,automatik,200,golf,90000,6,benzin,volkswagen,0
1499,kleinwagen,1999,manuell,75,clio,150000,9,benzin,renault,0
2999,limousine,2003,manuell,143,3er,150000,6,benzin,bmw,0
500,bus,2002,manuell,100,scenic,150000,5,diesel,renault,1
2500,limousine,2005,manuell,80,focus,150000,6,benzin,ford,0
8850,limousine,2004,automatik,177,e_klasse,150000,11,diesel,mercedes_benz,
1100,coupe,2002,manuell,167,andere,150000,11,benzin,hyundai,1
17000,bus,2012,manuell,140,transit,125000,4,diesel,ford,0
1500,limousine,2002,manuell,150,laguna,150000,9,diesel,renault,0
1600,kleinwagen,1994,manuell,116,,150000,5,benzin,volkswagen,0
9900,limousine,2008,manuell,179,andere,150000,10,diesel,saab,0
2250,kleinwagen,2004,manuell,69,corsa,150000,10,diesel,opel,0
2200,kleinwagen,2006,manuell,50,fortwo,125000,3,benzin,smart,0
2200,kombi,1999,automatik,194,3er,150000,4,benzin,bmw,0
11400,limousine,2005,manuell,258,,150000,12,benzin,bmw,
2299,limousine,2005,manuell,58,clio,90000,11,benzin,renault,0
0,kleinwagen,2002,manuell,116,cooper,150000,8,benzin,mini,
2250,kleinwagen,2005,manuell,0,stilo,5000,1,diesel,fiat,
1600,,2017,automatik,0,a_klasse,150000,2,benzin,mercedes_benz,1
990,kleinwagen,1999,manuell,50,lupo,150000,11,benzin,volkswagen,0
15990,kombi,2010,manuell,170,e_klasse,150000,6,diesel,mercedes_benz,1
555,limousine,1995,manuell,115,,150000,0,,mitsubishi,0
2250,andere,2003,manuell,64,caddy,150000,9,diesel,volkswagen,1
11500,bus,2008,automatik,140,touran,90000,11,benzin,volkswagen,0
5700,limousine,2005,automatik,163,c_klasse,150000,7,benzin,mercedes_benz,0
4990,limousine,1999,manuell,170,5er,50000,12,benzin,bmw,0
500,kombi,1997,manuell,75,astra,150000,10,benzin,opel,
6000,limousine,2006,manuell,160,focus,150000,3,diesel,ford,0
9950,kombi,2005,manuell,140,a3,150000,9,diesel,audi,0
3750,kombi,2008,manuell,140,golf,150000,2,diesel,volkswagen,1
1270,kombi,1998,automatik,116,andere,80000,9,,mitsubishi,1
750,kleinwagen,1999,manuell,75,2_reihe,150000,7,benzin,peugeot,1
9900,limousine,1971,manuell,45,,40000,7,benzin,sonstige_autos,0
3500,,2016,manuell,105,transporter,150000,8,,volkswagen,
1400,kleinwagen,1981,manuell,67,fiesta,125000,6,benzin,ford,1
12000,limousine,2012,manuell,122,golf,50000,6,benzin,volkswagen,0
6000,bus,2006,manuell,129,verso,150000,1,benzin,toyota,0
200,cabrio,1994,automatik,90,r19,150000,3,benzin,renault,1
1500,coupe,1995,manuell,140,3er,150000,2,benzin,bmw,0
800,kleinwagen,1998,manuell,90,corsa,150000,4,benzin,opel,0
390,kleinwagen,1992,manuell,45,polo,150000,10,benzin,volkswagen,0
2500,kombi,1999,automatik,299,andere,150000,10,benzin,audi,1
10000,coupe,2006,manuell,265,z_reihe,150000,10,benzin,bmw,0
17150,kombi,2010,automatik,190,a4,150000,8,diesel,audi,0
2500,kombi,2000,manuell,170,omega,150000,6,benzin,opel,0
6900,,2017,automatik,163,1er,150000,10,diesel,bmw,
1100,kleinwagen,1998,manuell,54,micra,150000,5,benzin,nissan,
380,kleinwagen,1996,manuell,60,corsa,150000,5,benzin,opel,
1200,kombi,2001,automatik,197,e_klasse,150000,9,diesel,mercedes_benz,0
500,limousine,1991,manuell,75,vectra,100000,3,benzin,opel,0
8000,limousine,2006,manuell,122,3er,150000,8,diesel,bmw,0
900,kleinwagen,1998,,0,fortwo,150000,0,benzin,smart,1
3100,limousine,2000,,131,a4,150000,11,,audi,0
3400,kombi,2002,manuell,130,a6,150000,11,diesel,audi,
9000,limousine,2006,manuell,140,a4,90000,9,diesel,audi,0
3200,,2016,manuell,0,golf,150000,9,benzin,volkswagen,0
8100,kombi,2005,manuell,140,passat,150000,12,diesel,volkswagen,0
2399,kleinwagen,2010,manuell,0,fox,150000,10,benzin,volkswagen,0
13995,coupe,2010,automatik,160,scirocco,70000,9,benzin,volkswagen,0
220,limousine,1998,manuell,99,primera,150000,6,,nissan,
6200,bus,2005,manuell,75,golf,80000,4,benzin,volkswagen,0
3300,kombi,2005,manuell,140,a3,150000,5,diesel,audi,
350,kleinwagen,1997,manuell,0,corsa,150000,10,benzin,opel,0
39660,coupe,1999,manuell,321,z_reihe,70000,9,benzin,bmw,0
1000,kleinwagen,1998,manuell,102,,150000,5,,mercedes_benz,
2000,bus,2000,manuell,116,andere,150000,8,lpg,citroen,0
9399,kombi,2009,automatik,143,a4,150000,7,diesel,audi,0
7250,coupe,2009,manuell,115,astra,125000,6,benzin,opel,0
1450,limousine,1994,manuell,115,3er,150000,12,benzin,bmw,
22900,bus,2011,automatik,140,touran,60000,1,diesel,volkswagen,0
17450,kleinwagen,2014,automatik,136,cooper,20000,12,benzin,mini,0
500,kleinwagen,1999,manuell,60,ka,150000,7,benzin,ford,0
950,,2016,manuell,101,golf,150000,0,,volkswagen,
2700,suv,1999,automatik,218,m_klasse,150000,9,benzin,mercedes_benz,
11900,limousine,2010,manuell,170,golf,150000,3,diesel,volkswagen,0
6000,kleinwagen,2007,automatik,80,corsa,40000,1,benzin,opel,0
9500,limousine,2008,automatik,115,a_klasse,80000,3,benzin,mercedes_benz,0
999,kombi,2000,manuell,102,c_klasse,150000,11,diesel,mercedes_benz,
1550,limousine,2005,manuell,105,leon,90000,4,benzin,seat,1
5499,kombi,2004,automatik,179,a6,150000,4,diesel,audi,0
1200,limousine,1998,manuell,193,c_klasse,150000,11,lpg,mercedes_benz,0
17900,cabrio,2007,automatik,218,3er,125000,12,benzin,bmw,0
3300,bus,2003,manuell,101,touran,150000,9,diesel,volkswagen,0
690,limousine,1998,manuell,144,156,150000,1,benzin,alfa_romeo,0
29999,cabrio,2011,automatik,333,andere,70000,4,benzin,audi,0
990,kleinwagen,2001,manuell,103,fiesta,150000,10,benzin,ford,0
6100,cabrio,2009,manuell,120,andere,90000,6,benzin,peugeot,0
900,bus,1996,manuell,78,,150000,11,diesel,volkswagen,1
12399,kombi,2010,manuell,105,a3,100000,4,diesel,audi,0
1300,bus,2002,manuell,0,kangoo,150000,4,diesel,renault,0
22300,bus,2008,manuell,131,transporter,150000,1,diesel,volkswagen,0
24449,kombi,2012,automatik,245,a6,150000,2,diesel,audi,0
2000,bus,2002,automatik,91,andere,150000,4,diesel,mercedes_benz,0
2900,kombi,1997,automatik,144,v70,150000,12,benzin,volvo,0
5800,kleinwagen,2009,manuell,110,golf,150000,6,diesel,volkswagen,
2500,kombi,2005,manuell,116,3er,150000,1,lpg,bmw,1
0,kleinwagen,2005,manuell,0,corsa,125000,11,benzin,opel,
3600,kleinwagen,2005,manuell,83,1zz,100000,1,benzin,honda,0
4499,cabrio,2005,manuell,125,tigra,150000,1,benzin,opel,0
7750,limousine,2009,manuell,122,golf,125000,11,benzin,volkswagen,0
3149,limousine,1998,manuell,118,3er,150000,5,benzin,bmw,0
17000,cabrio,2004,manuell,163,slk,20000,9,benzin,mercedes_benz,0
1990,limousine,1995,manuell,101,a4,90000,1,benzin,audi,0
10500,limousine,2008,manuell,122,1er,80000,12,benzin,bmw,0
990,kleinwagen,2000,manuell,65,corsa,150000,9,benzin,opel,0
1599,kleinwagen,1999,manuell,90,,150000,8,diesel,audi,0
599,,2016,manuell,0,fiesta,150000,5,,ford,0
990,limousine,1999,manuell,75,golf,150000,7,benzin,volkswagen,0
4700,cabrio,1997,automatik,220,slk,150000,12,benzin,mercedes_benz,
650,,2017,automatik,0,astra,125000,0,,opel,1
5555,bus,2006,manuell,140,touran,150000,10,benzin,volkswagen,0
5850,limousine,2007,manuell,105,astra,60000,12,benzin,opel,0
700,kleinwagen,1998,manuell,60,polo,150000,11,benzin,volkswagen,0
26500,suv,2015,automatik,150,tiguan,10000,11,benzin,volkswagen,0
1850,bus,2006,manuell,75,berlingo,150000,9,diesel,citroen,0
750,kombi,1996,manuell,150,a6,150000,5,benzin,audi,0
3100,kombi,2002,manuell,116,3er,150000,6,benzin,bmw,0
2700,kleinwagen,2002,manuell,90,one,150000,12,benzin,mini,0
1400,kleinwagen,1998,manuell,75,astra,150000,3,benzin,opel,
1899,kleinwagen,2002,manuell,64,polo,150000,6,benzin,volkswagen,0
12500,andere,2001,manuell,220,boxster,125000,5,benzin,porsche,0
9500,bus,2001,manuell,151,transporter,150000,5,diesel,volkswagen,0
16400,limousine,2014,manuell,86,golf,10000,11,benzin,volkswagen,0
9800,limousine,2011,manuell,140,civic,60000,11,benzin,honda,0
1150,limousine,2000,manuell,75,lanos,150000,9,benzin,daewoo,0
1000,limousine,1999,manuell,102,a_klasse,150000,7,benzin,mercedes_benz,
1200,bus,1999,manuell,116,zafira,150000,3,lpg,opel,0
300,kombi,1999,manuell,74,vectra,150000,2,benzin,opel,1
8500,suv,2006,automatik,204,x_reihe,150000,5,diesel,bmw,0
2850,limousine,1993,manuell,224,golf,125000,9,benzin,volkswagen,0
2750,kleinwagen,2007,manuell,80,andere,150000,4,benzin,mazda,0
3300,limousine,1996,manuell,150,a6,150000,3,benzin,audi,0
990,limousine,1977,manuell,90,andere,70000,3,benzin,opel,0
600,kombi,1991,manuell,132,andere,150000,11,benzin,mercedes_benz,0
4950,kleinwagen,2007,automatik,71,fortwo,40000,6,benzin,smart,0
15900,cabrio,2008,automatik,184,clk,90000,5,benzin,mercedes_benz,0
4500,suv,2004,manuell,107,santa,70000,4,benzin,hyundai,0
650,kleinwagen,1998,manuell,50,fiesta,125000,1,benzin,ford,1
3000,kleinwagen,2005,manuell,75,fabia,125000,10,benzin,skoda,0
9800,kombi,2005,automatik,150,e_klasse,150000,10,diesel,mercedes_benz,0
0,,2015,,272,astra,100000,0,benzin,opel,
2250,kleinwagen,2000,automatik,41,fortwo,150000,12,diesel,smart,0
600,kombi,2003,manuell,125,vectra,150000,11,diesel,opel,1
1700,kleinwagen,1999,manuell,54,seicento,125000,1,benzin,fiat,0
11000,limousine,2012,manuell,116,focus,90000,1,diesel,ford,0
800,kleinwagen,1995,manuell,90,,150000,5,,volkswagen,0
6499,kombi,2007,automatik,156,,100000,11,benzin,sonstige_autos,0
4500,,2018,manuell,105,astra,150000,3,benzin,opel,0
1200,kombi,2000,manuell,116,focus,150000,5,benzin,ford,0
4999,limousine,2005,manuell,150,astra,150000,4,diesel,opel,
999,,2016,manuell,54,,150000,0,,citroen,0
17100,suv,2006,automatik,340,cayenne,125000,12,benzin,porsche,0
24990,kombi,2015,manuell,185,focus,20000,4,diesel,ford,0
5999,kleinwagen,2012,manuell,69,500,80000,10,benzin,fiat,0
3490,kleinwagen,2007,manuell,88,2_reihe,30000,4,benzin,peugeot,0
1200,limousine,1996,manuell,102,3er,150000,7,benzin,bmw,0
0,suv,1981,manuell,90,g_klasse,100000,0,benzin,mercedes_benz,
2000,kombi,1995,,0,,30000,0,benzin,mercedes_benz,
1000,kleinwagen,1999,manuell,50,lupo,125000,7,benzin,volkswagen,0
14900,cabrio,2005,manuell,280,andere,60000,3,benzin,nissan,0
1650,limousine,2003,manuell,103,stilo,150000,3,benzin,fiat,0
2250,limousine,2001,manuell,150,a3,150000,9,benzin,audi,1
2700,limousine,2000,manuell,136,3er,150000,10,diesel,bmw,0
19900,kombi,2013,automatik,143,a4,100000,3,diesel,audi,0
11900,suv,2011,manuell,116,sportage,90000,11,diesel,kia,0
3499,suv,1996,manuell,128,rav,150000,2,benzin,toyota,0
10999,coupe,2007,automatik,405,3er,150000,7,benzin,bmw,
1,kombi,1998,manuell,0,,150000,0,,bmw,
1250,limousine,1998,manuell,100,e_klasse,150000,11,benzin,mercedes_benz,0
300,,2000,,0,combo,150000,0,,opel,
2199,limousine,1998,automatik,170,e_klasse,150000,0,,mercedes_benz,
900,limousine,2000,manuell,0,ibiza,150000,0,benzin,seat,
15500,kombi,2012,manuell,160,insignia,70000,2,diesel,opel,
0,,2016,manuell,58,,150000,8,,renault,
1400,cabrio,1997,manuell,116,escort,150000,1,benzin,ford,0
990,kleinwagen,2000,manuell,180,a3,150000,4,benzin,audi,1
2900,bus,1994,manuell,110,transporter,150000,6,benzin,volkswagen,0
400,kleinwagen,1997,manuell,45,,125000,3,benzin,ford,1
250,kleinwagen,1997,automatik,0,fiesta,150000,5,benzin,ford,1
4600,limousine,2002,automatik,101,golf,150000,12,diesel,volkswagen,0
50,kleinwagen,1999,manuell,0,a_klasse,150000,0,benzin,mercedes_benz,1
1700,kombi,1999,automatik,102,c_klasse,150000,4,diesel,mercedes_benz,1
16850,suv,2008,automatik,239,touareg,150000,4,diesel,volkswagen,0
15900,limousine,2013,manuell,136,1er,40000,1,benzin,bmw,0
6000,kombi,2009,automatik,0,combo,100000,11,diesel,opel,0
1890,kleinwagen,2002,automatik,41,fortwo,150000,12,diesel,smart,0
5990,kombi,2005,manuell,185,xc_reihe,150000,12,diesel,volvo,0
750,limousine,1997,manuell,75,golf,150000,7,benzin,volkswagen,0
8975,kombi,2009,manuell,140,astra,80000,7,benzin,opel,0
29950,kombi,2012,automatik,204,e_klasse,60000,1,diesel,mercedes_benz,0
900,,2016,manuell,60,fiesta,150000,10,benzin,ford,
850,kleinwagen,2000,manuell,50,fiesta,150000,9,benzin,ford,0
550,,2016,manuell,90,golf,150000,0,,volkswagen,
3000,kombi,2004,automatik,163,a4,150000,11,diesel,audi,0
1850,limousine,1997,automatik,125,passat,125000,10,benzin,volkswagen,0
4850,bus,2005,manuell,102,touran,150000,9,benzin,volkswagen,0
9500,,2016,manuell,150,zafira,125000,6,diesel,opel,0
5500,kombi,2009,manuell,90,andere,100000,7,diesel,ford,0
6500,kombi,2007,manuell,140,octavia,150000,4,diesel,skoda,0
7590,bus,2011,manuell,105,roomster,150000,8,diesel,skoda,0
2999,limousine,1998,automatik,245,5er,150000,11,benzin,bmw,0
6950,suv,2008,automatik,170,sorento,150000,6,diesel,kia,1
9500,bus,2010,manuell,102,golf,70000,1,benzin,volkswagen,0
8499,kombi,2009,manuell,110,scenic,100000,5,benzin,renault,0
10400,kleinwagen,2013,manuell,101,andere,20000,4,benzin,opel,0
9800,kombi,2009,manuell,143,,150000,0,diesel,audi,
13500,kombi,2008,manuell,177,a6,150000,5,diesel,audi,
1700,kleinwagen,1998,manuell,75,golf,150000,7,benzin,volkswagen,1
3100,kleinwagen,2003,manuell,54,polo,150000,3,benzin,volkswagen,0
3000,kleinwagen,2007,manuell,69,fiesta,100000,5,benzin,ford,0
1500,cabrio,1999,manuell,75,,150000,8,benzin,volkswagen,1
10900,coupe,2010,manuell,122,scirocco,90000,1,benzin,volkswagen,0
400,cabrio,1999,,0,corsa,150000,0,,opel,
7999,kombi,2007,manuell,140,galaxy,150000,7,diesel,ford,1
999,limousine,1999,manuell,75,astra,150000,5,benzin,opel,0
1250,limousine,2002,manuell,44,andere,150000,5,benzin,citroen,
1400,kombi,2002,manuell,140,v70,150000,6,cng,volvo,0
590,kleinwagen,1999,manuell,101,lupo,150000,11,benzin,volkswagen,0
10500,limousine,2003,automatik,170,c_klasse,30000,5,diesel,mercedes_benz,0
2700,limousine,1992,automatik,179,e_klasse,150000,1,benzin,mercedes_benz,0
13900,limousine,2012,manuell,116,1er,70000,11,diesel,bmw,0
0,,2005,automatik,0,,150000,0,,opel,
900,kleinwagen,1999,manuell,75,,125000,5,benzin,volkswagen,0
2590,kombi,2001,manuell,131,passat,150000,10,diesel,volkswagen,0
0,,2000,,0,,150000,0,,renault,
2500,,2016,manuell,192,,150000,9,,volkswagen,0
1250,limousine,1983,manuell,110,andere,125000,4,benzin,opel,
3200,limousine,1998,automatik,122,c_klasse,150000,5,benzin,mercedes_benz,0
21800,coupe,2007,,507,m_reihe,150000,6,benzin,bmw,1
350,,2000,manuell,125,a4,150000,5,,audi,1
2100,kleinwagen,2003,automatik,80,punto,90000,2,benzin,fiat,0
4500,coupe,2010,automatik,0,fortwo,60000,6,benzin,smart,0
833,kleinwagen,1996,manuell,50,polo,150000,10,benzin,volkswagen,0
5200,kombi,2000,automatik,340,andere,150000,4,benzin,audi,0
3900,kombi,2006,manuell,136,3_reihe,150000,8,diesel,peugeot,0
870,kombi,1998,manuell,125,passat,150000,12,benzin,volkswagen,
1500,,2018,manuell,75,astra,150000,11,,opel,
380,kombi,2001,manuell,76,focus,150000,3,lpg,ford,1
900,kombi,2003,automatik,207,laguna,150000,7,benzin,renault,0
5499,bus,2008,automatik,150,zafira,150000,11,diesel,opel,0
11700,limousine,2005,automatik,367,7er,150000,1,benzin,bmw,0
8700,,2016,manuell,116,insignia,125000,4,benzin,opel,1
22300,kombi,2015,manuell,125,a3,10000,5,benzin,audi,0
4999,kombi,2011,manuell,87,logan,70000,11,diesel,dacia,0
1790,limousine,1996,manuell,101,a4,150000,5,benzin,audi,0
1999,limousine,1999,automatik,150,passat,150000,0,lpg,volkswagen,
3125,cabrio,2001,manuell,147,astra,125000,0,benzin,opel,0
1,coupe,2016,,326,,10000,5,benzin,bmw,
3800,kombi,2000,manuell,231,3er,150000,7,benzin,bmw,0
28900,suv,2010,automatik,224,m_klasse,125000,1,diesel,mercedes_benz,0
0,,2005,,0,a8,5000,0,,audi,
1350,suv,2000,manuell,99,andere,150000,3,diesel,hyundai,
2200,coupe,1998,manuell,101,civic,150000,0,benzin,honda,0
6250,kombi,2005,manuell,140,a4,150000,10,diesel,audi,0
6000,kleinwagen,2011,manuell,82,fiesta,60000,1,benzin,ford,0
1459,,2017,manuell,0,toledo,150000,3,,seat,
8450,cabrio,2005,manuell,101,beetle,125000,3,diesel,volkswagen,0
1950,,2018,manuell,115,vectra,150000,12,benzin,opel,0
1500,kombi,2005,manuell,155,mondeo,150000,5,diesel,ford,0
4699,kombi,1999,automatik,122,sprinter,125000,9,diesel,mercedes_benz,0
3500,kleinwagen,2006,manuell,55,polo,150000,9,benzin,volkswagen,0
1000,,2016,automatik,0,fortwo,150000,0,benzin,smart,
3500,kombi,2008,manuell,75,2_reihe,80000,4,benzin,peugeot,0
500,,2016,,0,cordoba,150000,7,benzin,seat,
4300,limousine,2003,automatik,145,c_klasse,150000,0,benzin,mercedes_benz,0
650,limousine,2000,manuell,116,vectra,150000,7,,opel,1
0,kleinwagen,2001,manuell,0,swift,60000,4,benzin,suzuki,1
17199,kombi,2009,manuell,200,a3,60000,9,benzin,audi,0
9999,suv,2004,automatik,0,x_reihe,150000,0,benzin,bmw,
11400,kombi,2007,automatik,232,a6,150000,10,diesel,audi,0
2950,limousine,1989,automatik,90,golf,150000,12,benzin,volkswagen,0
3700,coupe,2003,manuell,143,c_klasse,150000,5,diesel,mercedes_benz,0
7400,bus,2009,manuell,120,andere,100000,2,diesel,citroen,0
8999,limousine,2003,manuell,218,5er,150000,11,diesel,bmw,0
4800,cabrio,2004,manuell,147,astra,80000,6,benzin,opel,0
24800,limousine,2012,manuell,184,3er,60000,4,diesel,bmw,0
2800,limousine,2006,manuell,90,fiesta,150000,2,diesel,ford,0
300,,1995,,0,corsa,5000,0,,opel,
6900,bus,2006,manuell,75,caddy,150000,11,diesel,volkswagen,0
990,bus,1996,manuell,0,sharan,150000,6,diesel,volkswagen,
500,limousine,1996,manuell,102,,150000,11,benzin,bmw,
450,limousine,1996,manuell,116,vectra,150000,0,benzin,opel,1
1850,kombi,2000,manuell,102,c_klasse,150000,7,diesel,mercedes_benz,
5800,limousine,2001,automatik,272,,150000,8,,bmw,0
5000,cabrio,2003,manuell,147,astra,150000,3,benzin,opel,0
6999,limousine,2006,manuell,105,a3,150000,11,diesel,audi,0
250,,2000,,0,punto,70000,0,,fiat,
24900,cabrio,2015,manuell,163,3_reihe,20000,4,diesel,peugeot,0
2700,,2016,manuell,101,golf,150000,8,benzin,volkswagen,0
11990,kombi,2006,automatik,224,a6,150000,6,diesel,audi,0
7850,kombi,2004,automatik,163,e_klasse,150000,9,benzin,mercedes_benz,0
6300,limousine,2006,automatik,105,3_reihe,40000,2,benzin,mazda,0
1699,kleinwagen,2004,manuell,0,,125000,1,benzin,ford,
6900,kleinwagen,2008,manuell,75,500,150000,5,diesel,fiat,
4000,coupe,2003,manuell,143,andere,150000,11,benzin,toyota,1
7499,kombi,2006,manuell,143,c_klasse,150000,3,benzin,mercedes_benz,0
500,kleinwagen,1999,,0,,20000,0,,fiat,
2200,kleinwagen,1999,manuell,75,lupo,150000,4,benzin,volkswagen,0
500,kleinwagen,2000,manuell,59,corsa,150000,7,benzin,opel,1
2510,limousine,2002,manuell,131,a4,150000,6,diesel,audi,0
20800,coupe,2009,manuell,179,a5,80000,10,benzin,audi,0
999,kleinwagen,2001,,45,fortwo,125000,7,benzin,smart,0
300,kleinwagen,1991,manuell,55,polo,150000,6,,volkswagen,
3700,kleinwagen,2005,manuell,64,forfour,150000,12,benzin,smart,0
4600,kombi,2007,manuell,140,,125000,4,diesel,sonstige_autos,1
12750,limousine,2005,automatik,450,a8,125000,4,lpg,audi,0
1950,limousine,2000,manuell,105,3er,125000,1,benzin,bmw,0
10089,limousine,2007,manuell,230,golf,150000,4,benzin,volkswagen,0
9500,coupe,1995,automatik,250,andere,125000,2,benzin,porsche,0
1800,limousine,1998,manuell,150,5er,150000,2,benzin,bmw,0
250,,2016,manuell,75,almera,150000,1,benzin,nissan,
12500,coupe,1973,manuell,90,andere,100000,7,benzin,opel,0
2900,,2000,,125,a3,150000,0,benzin,audi,
13750,suv,2007,manuell,190,discovery,150000,7,diesel,land_rover,0
190,limousine,1991,automatik,90,,150000,0,,audi,
13650,kombi,2011,manuell,143,3er,125000,5,diesel,bmw,0
500,limousine,2000,automatik,102,a_klasse,150000,2,benzin,mercedes_benz,1
17900,limousine,2008,automatik,170,c_klasse,125000,1,diesel,mercedes_benz,0
0,kombi,1999,manuell,82,astra,150000,9,diesel,opel,1
8150,bus,2008,manuell,136,andere,150000,9,diesel,mitsubishi,0
5900,kombi,2007,manuell,170,a4,150000,12,diesel,audi,1
550,kombi,1996,automatik,90,golf,150000,4,diesel,volkswagen,0
9800,cabrio,1998,manuell,204,boxster,150000,12,benzin,porsche,0
1750,,2017,,64,caddy,150000,11,diesel,volkswagen,
1950,,2018,manuell,55,colt,50000,1,,mitsubishi,0
11350,limousine,2007,manuell,170,a6,125000,7,benzin,audi,0
10600,kombi,2007,automatik,179,andere,150000,3,diesel,audi,0
14999,kombi,2009,automatik,160,a4,90000,3,benzin,audi,0
12000,cabrio,2008,manuell,126,mx_reihe,60000,12,benzin,mazda,0
350,kleinwagen,1998,manuell,102,a_klasse,150000,6,benzin,mercedes_benz,0
1111,limousine,1995,manuell,101,a4,150000,5,benzin,audi,0
2950,kombi,2007,manuell,0,astra,150000,2,diesel,opel,0
3000,kombi,1995,manuell,193,3er,150000,12,benzin,bmw,0
5655,cabrio,2006,manuell,136,,150000,0,diesel,peugeot,0
349,cabrio,1994,manuell,71,astra,150000,3,benzin,opel,1
4200,coupe,1991,manuell,109,cr_reihe,100000,5,benzin,honda,0
3200,kombi,2004,manuell,88,2_reihe,125000,8,benzin,peugeot,
250,kleinwagen,1999,manuell,54,corsa,150000,5,benzin,opel,
8000,limousine,1996,manuell,122,c_klasse,60000,1,benzin,mercedes_benz,0
7990,coupe,2010,manuell,106,megane,80000,11,diesel,renault,0
3150,cabrio,1995,manuell,115,80,150000,6,benzin,audi,
29999,kombi,2013,manuell,177,a4,40000,12,diesel,audi,0
6499,coupe,1999,manuell,224,tt,150000,10,benzin,audi,0
500,kleinwagen,2002,,0,andere,150000,11,benzin,citroen,
3800,kleinwagen,2005,manuell,84,3_reihe,150000,1,benzin,mazda,0
34900,suv,2006,automatik,156,g_klasse,150000,12,diesel,mercedes_benz,0
750,,2017,manuell,75,golf,150000,0,benzin,volkswagen,0
7999,kleinwagen,2012,manuell,69,ibiza,70000,8,benzin,seat,0
